t_s,phase,pos_rad,vel_rad_s,torque_nm,temp_c,kp,cmd_pos,cmd_vel
310.716,enabled_hold,-0.000575,-0.106754,-0.007523,39.000,8.000,-0.000049,0.000000
311.242,enabled_hold,-0.000192,0.116150,0.016342,39.000,8.000,-0.000049,0.000000
311.766,enabled_hold,-0.000575,-0.040955,-0.014786,39.000,8.000,-0.000049,0.000000
312.268,enabled_hold,-0.000192,-0.034241,0.005966,39.000,8.000,-0.000049,0.000000
312.791,enabled_hold,-0.000192,0.059753,0.017380,39.000,8.000,-0.000049,0.000000
313.291,enabled_hold,-0.000575,0.015442,-0.004410,39.000,8.000,-0.000049,0.000000
313.818,enabled_hold,-0.000192,-0.160465,-0.008560,39.000,8.000,-0.000049,0.000000
314.319,enabled_hold,-0.000575,-0.109440,-0.001297,39.000,8.000,-0.000049,0.000000
314.841,enabled_hold,-0.000192,0.077209,0.003372,39.000,8.000,-0.000049,0.000000
315.342,enabled_hold,-0.000192,-0.078552,0.018936,39.000,8.000,-0.000049,0.000000
315.867,enabled_hold,-0.000192,0.168518,-0.013229,39.000,8.000,-0.000049,0.000000
316.391,enabled_hold,-0.000192,-0.039612,-0.009079,39.000,8.000,-0.000049,0.000000
316.892,enabled_hold,-0.000192,-0.000671,-0.016342,39.000,8.000,-0.000049,0.000000
317.418,enabled_hold,-0.000192,0.047668,-0.017380,39.000,8.000,-0.000049,0.000000
317.919,enabled_hold,-0.000192,-0.096012,-0.018417,39.000,8.000,-0.000049,0.000000
318.419,enabled_hold,-0.000192,0.038269,0.016861,39.000,8.000,-0.000049,0.000000
318.941,enabled_hold,-0.000575,-0.065125,0.021011,39.000,8.000,-0.000049,0.000000
319.469,enabled_hold,-0.000575,0.148376,-0.024124,39.000,8.000,-0.000049,0.000000
319.992,enabled_hold,-0.000192,-0.004700,0.000259,39.000,8.000,-0.000049,0.000000
320.518,enabled_hold,-0.000192,0.058411,0.018936,39.000,8.000,-0.000049,0.000000
321.019,enabled_hold,-0.000575,-0.118839,-0.010635,39.000,8.000,-0.000049,0.000000
321.542,enabled_hold,-0.000192,-0.024841,0.018936,39.000,8.000,-0.000049,0.000000
322.067,enabled_hold,-0.000192,0.016785,-0.028275,39.000,8.000,-0.000049,0.000000
322.569,enabled_hold,-0.000575,-0.024841,0.007523,39.000,8.000,-0.000049,0.000000
323.069,enabled_hold,-0.000192,-0.097355,0.010117,39.000,8.000,-0.000049,0.000000
323.569,enabled_hold,-0.000575,-0.168522,-0.028793,39.000,8.000,-0.000049,0.000000
324.093,enabled_hold,-0.000192,-0.012756,0.002335,39.000,8.000,-0.000049,0.000000
324.619,enabled_hold,-0.000192,-0.074524,0.000778,39.000,8.000,-0.000049,0.000000
325.141,enabled_hold,-0.000192,-0.011414,0.049545,39.000,8.000,-0.000049,0.000000
325.669,enabled_hold,-0.000575,-0.173893,-0.009598,39.000,8.000,-0.000049,0.000000
326.169,enabled_hold,-0.000192,-0.030212,0.005966,39.000,8.000,-0.000049,0.000000
326.691,enabled_hold,-0.000575,-0.002014,-0.009079,39.000,8.000,-0.000049,0.000000
327.191,enabled_hold,-0.000192,0.035583,0.003372,39.000,8.000,-0.000049,0.000000
327.692,enabled_hold,-0.000192,-0.105412,0.001297,39.000,8.000,-0.000049,0.000000
328.213,enabled_hold,-0.000575,-0.079895,0.008041,39.000,8.000,-0.000049,0.000000
328.714,enabled_hold,-0.000575,-0.090641,0.005447,39.000,8.000,-0.000049,0.000000
329.238,enabled_hold,-0.000575,-0.254459,-0.025681,39.000,8.000,-0.000049,0.000000
329.738,enabled_hold,-0.000575,-0.104069,-0.015823,39.000,8.000,-0.000049,0.000000
330.264,enabled_hold,-0.000575,-0.053040,-0.021530,39.000,8.000,-0.000049,0.000000
330.764,enabled_hold,-0.000192,0.058411,0.000778,39.000,8.000,-0.000049,0.000000
331.265,enabled_hold,-0.000192,-0.132267,-0.022568,39.000,8.000,-0.000049,0.000000
331.788,enabled_hold,-0.000575,-0.133610,0.018936,39.000,8.000,-0.000049,0.000000
332.315,enabled_hold,-0.000192,0.014099,0.006485,39.000,8.000,-0.000049,0.000000
332.838,enabled_hold,-0.000192,0.042297,-0.023605,39.000,8.000,-0.000049,0.000000
333.339,enabled_hold,-0.000192,0.049011,-0.012711,39.000,8.000,-0.000049,0.000000
333.863,enabled_hold,-0.000192,-0.100040,0.000778,39.000,8.000,-0.000049,0.000000
334.364,enabled_hold,-0.000192,-0.007385,-0.001816,39.000,8.000,-0.000049,0.000000
334.888,enabled_hold,-0.000192,0.038269,-0.019974,39.000,8.000,-0.000049,0.000000
335.413,enabled_hold,-0.000192,0.089294,-0.035021,39.000,8.000,-0.000049,0.000000
335.913,enabled_hold,-0.000575,-0.112125,-0.025162,39.000,8.000,-0.000049,0.000000
336.414,enabled_hold,-0.000192,0.160461,-0.001816,39.000,8.000,-0.000049,0.000000
336.938,enabled_hold,-0.000192,0.061096,-0.004410,39.000,8.000,-0.000049,0.000000
337.438,enabled_hold,-0.000575,-0.083923,-0.013229,39.000,8.000,-0.000049,0.000000
337.964,enabled_hold,-0.000192,0.006042,-0.019974,39.000,8.000,-0.000049,0.000000
338.488,enabled_hold,-0.000575,-0.019470,0.012711,39.000,8.000,-0.000049,0.000000
338.988,enabled_hold,-0.000192,0.027527,0.023605,39.000,8.000,-0.000049,0.000000
339.489,enabled_hold,-0.000575,-0.007385,0.009079,39.000,8.000,-0.000049,0.000000
340.014,enabled_hold,-0.000575,-0.053040,0.022049,39.000,8.000,-0.000049,0.000000
340.538,enabled_hold,-0.000192,0.046326,0.005447,39.000,8.000,-0.000049,0.000000
341.064,enabled_hold,-0.000192,-0.018127,0.002853,39.000,8.000,-0.000049,0.000000
341.564,enabled_hold,-0.000575,0.019470,0.028275,39.000,8.000,-0.000049,0.000000
342.088,enabled_hold,-0.000575,0.008728,-0.004410,39.000,8.000,-0.000049,0.000000
342.588,enabled_hold,-0.000192,0.034241,-0.004929,39.000,8.000,-0.000049,0.000000
343.113,enabled_hold,-0.000192,-0.098698,0.022049,39.000,8.000,-0.000049,0.000000
343.613,enabled_hold,-0.000575,-0.032898,0.001297,39.000,8.000,-0.000049,0.000000
344.138,enabled_hold,-0.000192,0.006042,-0.062517,39.000,8.000,-0.000049,0.000000
344.639,enabled_hold,-0.000192,0.091980,-0.000259,39.000,8.000,-0.000049,0.000000
345.164,enabled_hold,-0.000192,0.010071,0.010635,39.000,8.000,-0.000049,0.000000
345.688,enabled_hold,-0.000192,-0.000671,0.017899,39.000,8.000,-0.000049,0.000000
346.214,enabled_hold,-0.000575,-0.112125,-0.019974,39.000,8.000,-0.000049,0.000000
346.724,enabled_hold,-0.000192,-0.098698,0.003372,39.000,8.000,-0.000049,0.000000
347.249,enabled_hold,-0.000575,0.008728,0.004929,39.000,8.000,-0.000049,0.000000
347.774,enabled_hold,-0.000575,-0.085266,-0.014267,39.000,8.000,-0.000049,0.000000
348.275,enabled_hold,-0.000192,0.122864,-0.020493,39.000,8.000,-0.000049,0.000000
348.799,enabled_hold,-0.000575,-0.065125,0.014786,39.000,8.000,-0.000049,0.000000
349.299,enabled_hold,-0.000192,-0.007385,-0.012711,39.000,8.000,-0.000049,0.000000
349.824,enabled_hold,-0.000192,0.129578,0.036057,39.000,8.000,-0.000049,0.000000
350.349,enabled_hold,-0.000575,-0.122868,0.000778,39.000,8.000,-0.000049,0.000000
350.874,enabled_hold,-0.000192,0.161804,-0.042803,39.000,8.000,-0.000049,0.000000
351.402,enabled_hold,-0.000192,0.004700,-0.013748,39.000,8.000,-0.000049,0.000000
351.924,enabled_hold,-0.000575,-0.113468,0.031387,39.000,8.000,-0.000049,0.000000
352.449,enabled_hold,-0.000192,0.156433,0.032944,39.000,8.000,-0.000049,0.000000
352.974,enabled_hold,-0.000575,0.034241,-0.025681,39.000,8.000,-0.000049,0.000000
353.474,enabled_hold,-0.000192,-0.003357,0.017899,39.000,8.000,-0.000049,0.000000
353.999,enabled_hold,-0.000575,-0.078552,-0.016342,39.000,8.000,-0.000049,0.000000
354.499,enabled_hold,-0.000192,-0.108097,0.000259,39.000,8.000,-0.000049,0.000000
354.999,enabled_hold,-0.000575,-0.143009,0.018936,39.000,8.000,-0.000049,0.000000
355.524,enabled_hold,-0.000575,-0.055725,0.031906,39.000,8.000,-0.000049,0.000000
356.049,enabled_hold,-0.000575,-0.094669,0.000259,39.000,8.000,-0.000049,0.000000
356.552,enabled_hold,-0.000192,-0.011414,-0.043322,39.000,8.000,-0.000049,0.000000
357.074,enabled_hold,-0.000192,0.015442,-0.020493,39.000,8.000,-0.000049,0.000000
357.574,enabled_hold,-0.000575,-0.104069,-0.043322,39.000,8.000,-0.000049,0.000000
358.074,enabled_hold,-0.000192,0.105408,0.010635,39.000,8.000,-0.000049,0.000000
358.574,enabled_hold,-0.000575,-0.020813,0.007004,39.000,8.000,-0.000049,0.000000
359.103,enabled_hold,-0.000575,-0.164494,0.002335,39.000,8.000,-0.000049,0.000000
359.624,enabled_hold,-0.000192,-0.023499,0.001297,39.000,8.000,-0.000049,0.000000
360.152,enabled_hold,-0.000192,-0.087955,-0.011673,39.000,8.000,-0.000049,0.000000
360.674,enabled_hold,-0.000192,0.024841,0.015823,39.000,8.000,-0.000049,0.000000
361.913,slow_motion,-0.000192,0.046326,0.017899,39.000,8.000,-0.000049,0.000003
362.439,slow_motion,0.183942,0.752636,0.235798,39.000,8.000,0.257590,0.373245
362.963,slow_motion,0.613971,0.517651,0.099352,39.000,8.000,0.697914,-0.086650
363.464,slow_motion,0.628163,-0.655956,-0.232166,39.000,8.000,0.648908,-1.195100
363.989,slow_motion,-0.090341,-1.539513,-0.154863,39.000,8.000,-0.118965,-1.559651
364.515,slow_motion,-0.791200,-0.908398,-0.062517,39.000,8.000,-0.811021,-0.919050
365.029,slow_motion,-0.984923,-0.042297,0.121660,39.000,8.000,-0.983464,0.284898
365.531,slow_motion,-0.598243,1.127274,0.143969,39.000,8.000,-0.565605,1.295452
366.055,slow_motion,0.193915,1.646938,0.137743,39.000,8.000,0.220165,1.532235
366.579,slow_motion,0.846056,0.771435,0.146044,39.000,8.000,0.865575,0.786487
367.079,slow_motion,0.978019,-0.207462,-0.248768,39.000,8.000,0.966008,-0.405778
367.604,slow_motion,0.495051,-1.366295,-0.164202,39.000,8.000,0.466260,-1.389561
368.105,slow_motion,-0.270638,-1.637539,-0.026199,39.000,8.000,-0.296626,-1.500125
368.605,slow_motion,-0.868305,-0.870800,-0.137224,39.000,8.000,-0.885015,-0.731452
369.129,slow_motion,-0.963441,0.533764,0.231129,39.000,8.000,-0.942973,0.523090
369.654,slow_motion,-0.429070,1.391808,0.130480,39.000,8.000,-0.395641,1.442661
370.155,slow_motion,0.343908,1.626797,0.116991,39.000,8.000,0.370203,1.459162
370.679,slow_motion,0.915873,0.737865,0.022568,39.000,8.000,0.933015,0.565029
371.204,slow_motion,0.921627,-0.740551,-0.165758,39.000,8.000,0.896998,-0.694187
371.704,slow_motion,0.354266,-1.538170,-0.104021,39.000,8.000,0.321882,-1.487172
372.229,slow_motion,-0.451703,-1.461632,-0.097795,39.000,8.000,-0.476539,-1.381013
372.754,slow_motion,-0.953466,-0.470650,-0.134111,39.000,8.000,-0.969125,-0.387617
373.254,slow_motion,-0.887870,0.843945,0.128923,39.000,8.000,-0.859670,0.802572
373.779,slow_motion,-0.240717,1.488487,0.065109,39.000,8.000,-0.208831,1.536180
374.280,slow_motion,0.518451,1.405235,0.134111,39.000,8.000,0.544067,1.317913
374.780,slow_motion,0.961906,0.568676,0.099871,39.000,8.000,0.977963,0.327587
375.305,slow_motion,0.844906,-0.868114,-0.191700,39.000,8.000,0.816540,-0.906692
375.829,slow_motion,0.160926,-1.448204,-0.246174,39.000,8.000,0.131465,-1.557153
376.354,slow_motion,-0.617423,-1.205158,-0.085344,39.000,8.000,-0.639450,-1.207745
376.854,slow_motion,-0.987225,-0.155094,-0.173542,39.000,8.000,-0.995822,-0.144292
377.379,slow_motion,-0.773554,1.105789,0.106096,39.000,8.000,-0.743336,1.050820
377.906,slow_motion,-0.043157,1.579800,0.264332,39.000,8.000,-0.011079,1.570701
378.429,slow_motion,0.703352,1.182327,0.189623,39.000,8.000,0.724665,1.082356
378.930,slow_motion,0.985690,0.093323,0.143450,39.000,8.000,0.999626,-0.040030
379.455,slow_motion,0.688775,-1.300499,-0.190144,39.000,8.000,0.659194,-1.181128
379.979,slow_motion,-0.074996,-1.507286,-0.262257,39.000,8.000,-0.104335,-1.562231
380.504,slow_motion,-0.781993,-1.019852,-0.158495,39.000,8.000,-0.801162,-0.940143
381.029,slow_motion,-0.984923,0.097351,0.135149,39.000,8.000,-0.983431,0.285183
381.554,slow_motion,-0.566020,1.265587,0.159014,39.000,8.000,-0.534756,1.327382
382.054,slow_motion,0.190847,1.632168,0.217640,39.000,8.000,0.220639,1.532067
382.556,slow_motion,0.827258,0.772778,0.201038,39.000,8.000,0.847056,0.834759
383.079,slow_motion,0.978019,-0.192692,-0.251362,39.000,8.000,0.966155,-0.404913
383.579,slow_motion,0.531493,-1.393150,-0.150713,39.000,8.000,0.500894,-1.359493
384.105,slow_motion,-0.270255,-1.391808,-0.019455,39.000,8.000,-0.297003,-1.499941
384.629,slow_motion,-0.885184,-0.612988,-0.281971,39.000,8.000,-0.902156,-0.677821
385.155,slow_motion,-0.953083,0.544506,0.136705,39.000,8.000,-0.928726,0.582592
385.655,slow_motion,-0.426002,1.343468,0.071856,39.000,8.000,-0.394151,1.443667
386.179,slow_motion,0.377282,1.422691,0.142412,39.000,8.000,0.405646,1.435721
386.679,slow_motion,0.917407,0.725780,0.042282,39.000,8.000,0.933269,0.563995
387.179,slow_motion,0.938507,-0.572701,-0.112841,39.000,8.000,0.913898,-0.637481
387.679,slow_motion,0.388407,-1.394493,-0.220753,39.000,8.000,0.359246,-1.465905
388.179,slow_motion,-0.381119,-1.532799,-0.125292,39.000,8.000,-0.405862,-1.435639
388.679,slow_motion,-0.916257,-0.627758,-0.073412,39.000,8.000,-0.933220,-0.564596
389.179,slow_motion,-0.939657,0.655956,0.038651,39.000,8.000,-0.913624,0.638797
389.679,slow_motion,-0.390325,1.398521,0.218159,39.000,8.000,-0.359125,1.466038
390.196,slow_motion,0.402984,1.732876,0.106615,39.000,8.000,0.430568,1.417698
390.704,slow_motion,0.932752,0.470646,0.176134,39.000,8.000,0.946476,0.506785
391.204,slow_motion,0.921627,-0.655956,-0.138781,39.000,8.000,0.897351,-0.693062
391.729,slow_motion,0.317438,-1.483116,-0.098833,39.000,8.000,0.285044,-1.505608
392.254,slow_motion,-0.485845,-1.299156,-0.220753,39.000,8.000,-0.510081,-1.351129
392.780,slow_motion,-0.963058,-0.431709,-0.103502,39.000,8.000,-0.978030,-0.327821
393.304,slow_motion,-0.846823,0.715038,0.195848,39.000,8.000,-0.817221,0.905397
393.830,slow_motion,-0.162459,1.638882,0.220234,39.000,8.000,-0.130890,1.557293
394.354,slow_motion,0.613586,1.180984,0.094683,39.000,8.000,0.638584,1.208746
394.855,slow_motion,0.985690,0.144348,0.239429,39.000,8.000,0.995876,0.141649
395.379,slow_motion,0.773170,-1.166218,-0.086382,39.000,8.000,0.743470,-1.050414
395.879,slow_motion,0.082668,-1.634853,-0.121660,39.000,8.000,0.053353,-1.568555
396.404,slow_motion,-0.676883,-1.152790,-0.065630,39.000,8.000,-0.698114,-1.124746
396.905,slow_motion,-0.988376,-0.078552,-0.226460,39.000,8.000,-0.999972,-0.019565
397.405,slow_motion,-0.744398,1.324669,0.249287,39.000,8.000,-0.715537,1.097398
397.928,slow_motion,-0.004795,1.762417,0.101427,39.000,8.000,0.024539,1.570321
398.430,slow_motion,0.703735,1.176956,0.161608,39.000,8.000,0.725322,1.081269
398.955,slow_motion,0.986074,0.096008,0.089495,39.000,8.000,0.997786,-0.103288
399.479,slow_motion,0.660005,-1.199787,-0.073412,39.000,8.000,0.630049,-1.219747
399.979,slow_motion,-0.074996,-1.473717,-0.232166,39.000,8.000,-0.103771,-1.562324
400.505,slow_motion,-0.779307,-0.952713,-0.180286,39.000,8.000,-0.801595,-0.939232
401.028,slow_motion,-0.984923,-0.053040,0.115953,39.000,8.000,-0.983585,0.283864
401.530,slow_motion,-0.597858,1.152786,0.086382,39.000,8.000,-0.566891,1.294064
402.055,slow_motion,0.193915,1.575771,0.163683,39.000,8.000,0.220984,1.531944
402.555,slow_motion,0.823038,1.072220,0.214527,39.000,8.000,0.846002,0.837394
403.079,slow_motion,0.977634,-0.206120,-0.257069,39.000,8.000,0.966080,-0.405356
403.580,slow_motion,0.531110,-1.164875,-0.098314,39.000,8.000,0.500907,-1.359481
404.105,slow_motion,-0.270638,-1.398521,-0.025162,39.000,8.000,-0.297393,-1.499750
404.605,slow_motion,-0.868690,-0.868114,-0.107134,39.000,8.000,-0.885393,-0.730321
405.129,slow_motion,-0.964592,0.365910,0.171984,39.000,8.000,-0.942786,0.523922
405.655,slow_motion,-0.425617,1.371666,0.067186,39.000,8.000,-0.394238,1.443608
406.156,slow_motion,0.345059,1.532799,0.108171,39.000,8.000,0.372306,1.457841
406.679,slow_motion,0.915873,0.681469,0.073412,39.000,8.000,0.933280,0.563949
407.179,slow_motion,0.939274,-0.610302,-0.100908,39.000,8.000,0.914062,-0.636901
407.705,slow_motion,0.350430,-1.472374,-0.136705,39.000,8.000,0.321048,-1.487616
408.229,slow_motion,-0.449018,-1.418663,-0.155382,39.000,8.000,-0.475876,-1.381577
408.729,slow_motion,-0.942726,-0.275944,-0.247211,39.000,8.000,-0.958601,-0.447548
409.255,slow_motion,-0.887486,0.762035,0.127367,39.000,8.000,-0.859391,0.803310
409.779,slow_motion,-0.240717,1.579800,0.022568,39.000,8.000,-0.209031,1.536112
410.279,slow_motion,0.515766,1.469688,0.127886,39.000,8.000,0.543814,1.318171
410.805,slow_motion,0.973031,0.426334,-0.007523,39.000,8.000,0.985662,0.264586
411.329,slow_motion,0.823038,-0.983597,-0.127886,39.000,8.000,0.793726,-0.955375
411.854,slow_motion,0.123331,-1.535484,-0.147081,39.000,8.000,0.092626,-1.564036
412.354,slow_motion,-0.615890,-1.233356,-0.114916,39.000,8.000,-0.639362,-1.207860
412.879,slow_motion,-0.987992,-0.078552,-0.183918,39.000,8.000,-0.998614,-0.084124
413.405,slow_motion,-0.746317,1.176956,0.171984,39.000,8.000,-0.716154,1.096406
413.905,slow_motion,-0.045841,1.536827,0.244617,39.000,8.000,-0.013271,1.570659
414.429,slow_motion,0.704120,1.128616,0.162645,39.000,8.000,0.725032,1.081749
414.955,slow_motion,0.987609,0.063782,0.064072,39.000,8.000,0.997830,-0.102246
415.479,slow_motion,0.659237,-1.124592,-0.078600,39.000,8.000,0.629761,-1.220115
416.004,slow_motion,-0.112206,-1.687222,-0.155901,39.000,8.000,-0.142999,-1.554664
416.505,slow_motion,-0.780075,-0.963455,-0.149675,39.000,8.000,-0.801051,-0.940376
417.005,slow_motion,-0.986841,-0.008728,0.044357,39.000,8.000,-0.989605,0.226438
417.530,slow_motion,-0.597475,1.356895,0.086382,39.000,8.000,-0.566791,1.294172
418.054,slow_motion,0.191231,1.530113,0.222828,39.000,8.000,0.219322,1.532534
418.579,slow_motion,0.846440,0.780834,0.154863,39.000,8.000,0.865535,0.786597
419.079,slow_motion,0.978019,-0.200748,-0.242542,39.000,8.000,0.966220,-0.404530
419.605,slow_motion,0.495051,-1.281696,-0.137224,39.000,8.000,0.464298,-1.391181
420.130,slow_motion,-0.304396,-1.346153,-0.243580,39.000,8.000,-0.333211,-1.481057
420.655,slow_motion,-0.900912,-0.715038,-0.125292,39.000,8.000,-0.918781,-0.620282
421.155,slow_motion,-0.953851,0.457218,0.183397,39.000,8.000,-0.928728,0.582587
421.655,slow_motion,-0.425234,1.260216,0.063553,39.000,8.000,-0.393582,1.444050
422.179,slow_motion,0.377666,1.304527,0.150713,39.000,8.000,0.405430,1.435871
422.679,slow_motion,0.915489,0.692211,0.030350,39.000,8.000,0.933220,0.564194
423.179,slow_motion,0.939274,-0.661327,-0.082232,39.000,8.000,0.913859,-0.637618
423.679,slow_motion,0.390709,-1.530113,-0.187031,39.000,8.000,0.359062,-1.466016
424.204,slow_motion,-0.416027,-1.488487,-0.203632,39.000,8.000,-0.442172,-1.408933
424.705,slow_motion,-0.933519,-0.488106,-0.209339,39.000,8.000,-0.947185,-0.503963
425.229,slow_motion,-0.905899,0.630444,0.204670,39.000,8.000,-0.879396,0.747984
425.754,slow_motion,-0.279462,1.620083,0.140856,39.000,8.000,-0.247012,1.522141
426.255,slow_motion,0.483927,1.358238,0.205708,39.000,8.000,0.511392,1.349814
426.779,slow_motion,0.962674,0.292057,0.107134,39.000,8.000,0.977960,0.327608
427.280,slow_motion,0.865621,-0.856030,-0.140856,39.000,8.000,0.838430,-0.855980
427.805,slow_motion,0.200821,-1.722134,-0.137224,39.000,8.000,0.169483,-1.548059
428.329,slow_motion,-0.584049,-1.367638,-0.189625,39.000,8.000,-0.607671,-1.247568
428.829,slow_motion,-0.980320,-0.330997,-0.125292,39.000,8.000,-0.991338,-0.206885
429.329,slow_motion,-0.823039,1.060135,0.042801,39.000,8.000,-0.794107,0.954797
429.829,slow_motion,-0.162076,1.535484,0.193773,39.000,8.000,-0.131268,1.557214
430.329,slow_motion,0.584816,1.363609,0.193773,39.000,8.000,0.607852,1.247232
430.829,slow_motion,0.980703,0.238346,0.037613,39.000,8.000,0.991313,0.206006
431.330,slow_motion,0.822655,-0.843945,-0.110765,39.000,8.000,0.793029,-0.956804
431.854,slow_motion,0.122180,-1.501915,-0.107653,39.000,8.000,0.092893,-1.563997
432.354,slow_motion,-0.615890,-1.237385,-0.101427,39.000,8.000,-0.638821,-1.208566
432.854,slow_motion,-0.986841,-0.027527,-0.166798,39.000,8.000,-0.995844,-0.143902
433.379,slow_motion,-0.773554,0.997025,0.129442,39.000,8.000,-0.743844,1.049933
433.904,slow_motion,-0.044691,1.536827,0.322437,39.000,8.000,-0.013751,1.570649
434.405,slow_motion,0.676499,1.031937,0.117510,39.000,8.000,0.698793,1.123552
434.929,slow_motion,0.987609,0.062439,0.145525,39.000,8.000,0.999644,-0.038907
435.454,slow_motion,0.690310,-1.249470,-0.170429,39.000,8.000,0.659834,-1.180246
435.979,slow_motion,-0.072694,-1.579796,-0.218159,39.000,8.000,-0.103191,-1.562419
436.479,slow_motion,-0.757442,-1.225300,-0.177174,39.000,8.000,-0.776468,-0.989943
436.979,slow_motion,-0.987609,0.003357,-0.022049,39.000,8.000,-0.994669,0.162733
437.480,slow_motion,-0.660004,1.281700,0.098314,39.000,8.000,-0.628898,1.221338
438.004,slow_motion,0.113357,1.685879,0.136705,39.000,8.000,0.142599,1.554732
438.504,slow_motion,0.780458,0.892288,0.082232,39.000,8.000,0.800901,0.940483
439.005,slow_motion,0.984156,-0.071838,-0.085344,39.000,8.000,0.989676,-0.224595
439.529,slow_motion,0.599010,-1.240070,-0.046953,39.000,8.000,0.567285,-1.293531
440.054,slow_motion,-0.192765,-1.483116,-0.171467,39.000,8.000,-0.220103,-1.532293
440.554,slow_motion,-0.826491,-0.739208,-0.204151,39.000,8.000,-0.845430,-0.839063
441.054,slow_motion,-0.983389,0.035583,0.248249,39.000,8.000,-0.975379,0.346762
441.579,slow_motion,-0.533796,1.418663,0.100908,39.000,8.000,-0.500873,1.359602
442.106,slow_motion,0.270638,1.430748,0.099871,39.000,8.000,0.298668,1.499076
442.629,slow_motion,0.884801,0.725780,0.160570,39.000,8.000,0.902225,0.677269
443.154,slow_motion,0.951550,-0.594185,-0.105059,39.000,8.000,0.929229,-0.580219
443.654,slow_motion,0.426384,-1.304527,-0.087420,39.000,8.000,0.395520,-1.442676
444.154,slow_motion,-0.343141,-1.473717,-0.164202,39.000,8.000,-0.370412,-1.459092
444.679,slow_motion,-0.916257,-0.635815,-0.066668,39.000,8.000,-0.933148,-0.564891
445.180,slow_motion,-0.938890,0.709667,0.062515,39.000,8.000,-0.913937,0.637694
445.704,slow_motion,-0.354265,1.454918,0.135149,39.000,8.000,-0.322389,1.486953
446.229,slow_motion,0.448635,1.273643,0.097277,39.000,8.000,0.475873,1.381495
446.730,slow_motion,0.944261,0.297428,0.214008,39.000,8.000,0.958592,0.447075
447.230,slow_motion,0.904365,-0.657299,-0.187550,39.000,8.000,0.879058,-0.748680
447.754,slow_motion,0.276776,-1.442833,-0.148638,39.000,8.000,0.246469,-1.522319
448.279,slow_motion,-0.518835,-1.378380,-0.162645,39.000,8.000,-0.543601,-1.318488
448.779,slow_motion,-0.963441,-0.547188,-0.128405,39.000,8.000,-0.977978,-0.328203
449.304,slow_motion,-0.845672,0.736523,0.196886,39.000,8.000,-0.816877,0.906165
449.804,slow_motion,-0.200821,1.526085,0.153826,39.000,8.000,-0.169412,1.548104
450.329,slow_motion,0.582898,1.191727,0.179766,39.000,8.000,0.607957,1.247105
450.829,slow_motion,0.980320,0.321598,0.072374,39.000,8.000,0.991224,0.207064
451.330,slow_motion,0.823422,-1.039993,-0.133074,39.000,8.000,0.793978,-0.954859
451.854,slow_motion,0.126016,-1.469688,-0.097795,39.000,8.000,0.092728,-1.564021
452.354,slow_motion,-0.616656,-1.162189,-0.098314,39.000,8.000,-0.639409,-1.207797
452.879,slow_motion,-0.988376,0.057068,-0.199482,39.000,8.000,-0.998638,-0.083443
453.379,slow_motion,-0.775087,1.099075,0.107134,39.000,8.000,-0.744011,1.049641
453.905,slow_motion,-0.043923,1.687222,0.237873,39.000,8.000,-0.012791,1.570669
454.405,slow_motion,0.674582,1.142044,0.104540,39.000,8.000,0.698229,1.124418
454.930,slow_motion,0.986841,-0.169865,0.156939,39.000,8.000,0.999621,-0.040346
455.454,slow_motion,0.689542,-1.342125,-0.164202,39.000,8.000,0.660199,-1.179743
455.980,slow_motion,-0.073846,-1.617393,-0.168354,39.000,8.000,-0.104006,-1.562285
456.504,slow_motion,-0.781225,-0.829174,-0.123735,39.000,8.000,-0.800941,-0.940608
457.029,slow_motion,-0.984923,-0.023499,0.145525,39.000,8.000,-0.983547,0.284193
457.557,slow_motion,-0.561799,1.144730,0.239429,39.000,8.000,-0.530238,1.331847
458.079,slow_motion,0.228057,1.424034,0.114916,39.000,8.000,0.257434,1.517833
458.586,slow_motion,0.851427,0.916458,0.050064,39.000,8.000,0.871514,0.770133
459.087,slow_motion,0.976100,-0.414249,-0.175098,39.000,8.000,0.962910,-0.423562
459.587,slow_motion,0.521136,-1.370323,-0.099871,39.000,8.000,0.489913,-1.369331
460.087,slow_motion,-0.241484,-1.520714,-0.178730,39.000,8.000,-0.270380,-1.512312
460.588,slow_motion,-0.853727,-0.736523,-0.141375,39.000,8.000,-0.872573,-0.767446
461.112,slow_motion,-0.970346,0.359196,0.173021,39.000,8.000,-0.951561,0.483196
461.612,slow_motion,-0.486996,1.421349,0.112322,39.000,8.000,-0.455543,1.398384
462.112,slow_motion,0.279845,1.504601,0.057846,39.000,8.000,0.308134,1.494341
462.613,slow_motion,0.874060,0.819775,0.146044,39.000,8.000,0.890384,0.714890
463.138,slow_motion,0.959989,-0.469307,-0.143969,39.000,8.000,0.938248,-0.543227
463.662,slow_motion,0.414493,-1.460289,-0.045397,39.000,8.000,0.384152,-1.450237
464.187,slow_motion,-0.390709,-1.328697,-0.079638,39.000,8.000,-0.417109,-1.427664
464.687,slow_motion,-0.923546,-0.606274,-0.074968,39.000,8.000,-0.937897,-0.545139
465.187,slow_motion,-0.934670,0.784863,0.056290,39.000,8.000,-0.908557,0.656385
465.690,slow_motion,-0.386489,1.410606,0.165239,39.000,8.000,-0.342343,1.475909
466.212,slow_motion,0.426767,1.382408,0.174578,39.000,8.000,0.452844,1.400466
466.737,slow_motion,0.946179,0.309513,0.217640,39.000,8.000,0.961975,0.428772
