t_s,phase,pos_rad,vel_rad_s,torque_nm,temp_c,kp,cmd_pos,cmd_vel
157.237,disabled,-0.000198,-0.067210,-0.012711,40.000,0.000,-0.000049,0.000000
157.762,disabled,-0.000049,-0.140198,-0.012711,40.000,0.000,-0.000049,0.000000
158.262,disabled,-0.000198,-0.015135,-0.012711,40.000,0.000,-0.000049,0.000000
158.786,disabled,-0.000247,0.022960,-0.012711,40.000,0.000,-0.000049,0.000000
159.286,disabled,-0.000148,0.146630,-0.012711,40.000,0.000,-0.000049,0.000000
159.787,disabled,-0.000148,-0.172687,-0.012711,40.000,0.000,-0.000049,0.000000
160.287,disabled,-0.000297,0.081416,-0.012711,40.000,0.000,-0.000049,0.000000
160.812,disabled,-0.000247,0.023084,-0.012711,40.000,0.000,-0.000049,0.000000
161.312,disabled,-0.000049,0.003032,-0.012711,40.000,0.000,-0.000049,0.000000
161.837,disabled,-0.000148,0.101327,-0.012711,40.000,0.000,-0.000049,0.000000
162.362,disabled,0.000000,0.040249,-0.012711,40.000,0.000,-0.000049,0.000000
162.887,disabled,0.000049,0.015562,-0.012711,40.000,0.000,-0.000049,0.000000
163.411,disabled,-0.000198,-0.202433,-0.012711,40.000,0.000,-0.000049,0.000000
163.912,disabled,-0.000148,0.011710,-0.012711,40.000,0.000,-0.000049,0.000000
164.437,disabled,-0.000198,0.155906,-0.012711,40.000,0.000,-0.000049,0.000000
164.937,disabled,-0.000099,-0.009244,-0.012711,40.000,0.000,-0.000049,0.000000
165.437,disabled,-0.000198,-0.075099,-0.012711,40.000,0.000,-0.000049,0.000000
165.962,disabled,-0.000049,0.001236,-0.012711,40.000,0.000,-0.000049,0.000000
166.487,disabled,-0.000148,-0.071589,-0.012711,40.000,0.000,-0.000049,0.000000
167.012,disabled,-0.000148,0.007668,-0.012711,40.000,0.000,-0.000049,0.000000
167.512,disabled,0.000000,-0.167920,-0.012711,40.000,0.000,-0.000049,0.000000
168.012,disabled,-0.000297,-0.168689,-0.012711,40.000,0.000,-0.000049,0.000000
168.512,disabled,-0.000247,0.030880,-0.012711,40.000,0.000,-0.000049,0.000000
169.037,disabled,-0.000198,-0.024517,-0.012711,40.000,0.000,-0.000049,0.000000
169.537,disabled,-0.000148,0.065236,-0.012711,40.000,0.000,-0.000049,0.000000
170.062,disabled,0.000000,0.056621,-0.012711,40.000,0.000,-0.000049,0.000000
170.563,disabled,-0.000247,0.177706,-0.012711,40.000,0.000,-0.000049,0.000000
171.087,disabled,-0.000049,-0.083351,-0.012711,40.000,0.000,-0.000049,0.000000
171.611,disabled,-0.000297,-0.080633,-0.012711,40.000,0.000,-0.000049,0.000000
172.113,disabled,-0.000247,0.024194,-0.012711,40.000,0.000,-0.000049,0.000000
172.637,disabled,-0.000049,0.009045,-0.012711,40.000,0.000,-0.000049,0.000000
173.162,disabled,-0.000198,0.182110,-0.012711,40.000,0.000,-0.000049,0.000000
173.686,disabled,-0.000099,-0.000067,-0.012711,40.000,0.000,-0.000049,0.000000
174.187,disabled,-0.000198,-0.057935,-0.012711,40.000,0.000,-0.000049,0.000000
174.687,disabled,-0.000247,-0.061134,-0.012711,40.000,0.000,-0.000049,0.000000
175.212,disabled,-0.000198,0.011324,-0.012711,40.000,0.000,-0.000049,0.000000
175.734,disabled,-0.000148,0.121817,-0.012711,40.000,0.000,-0.000049,0.000000
176.237,disabled,-0.000297,-0.053282,-0.012711,40.000,0.000,-0.000049,0.000000
176.737,disabled,-0.000198,0.083475,-0.012711,40.000,0.000,-0.000049,0.000000
177.238,disabled,-0.000198,0.048421,-0.012711,40.000,0.000,-0.000049,0.000000
177.762,disabled,-0.000198,-0.024729,-0.012711,40.000,0.000,-0.000049,0.000000
178.287,disabled,-0.000049,-0.001347,-0.012711,40.000,0.000,-0.000049,0.000000
178.787,disabled,-0.000148,-0.010455,-0.012711,40.000,0.000,-0.000049,0.000000
179.312,disabled,-0.000148,-0.026353,-0.012711,40.000,0.000,-0.000049,0.000000
179.813,disabled,-0.000148,0.070623,-0.012711,40.000,0.000,-0.000049,0.000000
180.895,enabled_hold,-0.000575,-0.188663,-0.001816,39.000,8.000,-0.000049,0.000000
181.395,enabled_hold,-0.000575,-0.153751,0.003372,39.000,8.000,-0.000049,0.000000
181.895,enabled_hold,-0.000575,-0.078552,-0.030869,39.000,8.000,-0.000049,0.000000
182.420,enabled_hold,-0.000575,-0.096012,-0.010117,39.000,8.000,-0.000049,0.000000
182.923,enabled_hold,-0.000192,0.010071,0.010117,39.000,8.000,-0.000049,0.000000
183.445,enabled_hold,-0.000575,-0.028870,0.030869,39.000,8.000,-0.000049,0.000000
183.945,enabled_hold,-0.000575,-0.114811,-0.018936,39.000,8.000,-0.000049,0.000000
184.446,enabled_hold,-0.000192,0.018127,0.032425,39.000,8.000,-0.000049,0.000000
184.970,enabled_hold,-0.000192,0.062439,-0.028275,39.000,8.000,-0.000049,0.000000
185.471,enabled_hold,-0.000575,0.055725,-0.014786,39.000,8.000,-0.000049,0.000000
185.995,enabled_hold,-0.000575,-0.053040,0.004410,39.000,8.000,-0.000049,0.000000
186.520,enabled_hold,-0.000575,0.043640,-0.035021,39.000,8.000,-0.000049,0.000000
187.020,enabled_hold,-0.000192,-0.011414,-0.012192,39.000,8.000,-0.000049,0.000000
187.520,enabled_hold,-0.000575,-0.007385,0.016342,39.000,8.000,-0.000049,0.000000
188.045,enabled_hold,-0.000575,-0.112125,-0.002335,39.000,8.000,-0.000049,0.000000
188.545,enabled_hold,-0.000575,-0.051697,-0.014786,39.000,8.000,-0.000049,0.000000
189.045,enabled_hold,-0.000192,0.034241,-0.000778,39.000,8.000,-0.000049,0.000000
189.546,enabled_hold,-0.000575,-0.038269,-0.014786,39.000,8.000,-0.000049,0.000000
190.070,enabled_hold,-0.000575,-0.112125,-0.007004,39.000,8.000,-0.000049,0.000000
190.570,enabled_hold,-0.000192,0.152405,-0.033464,39.000,8.000,-0.000049,0.000000
191.071,enabled_hold,-0.000192,-0.031555,-0.030350,39.000,8.000,-0.000049,0.000000
191.595,enabled_hold,-0.000192,0.023499,-0.007523,39.000,8.000,-0.000049,0.000000
192.095,enabled_hold,-0.000575,-0.199406,-0.007004,39.000,8.000,-0.000049,0.000000
192.620,enabled_hold,-0.000575,-0.036926,0.032944,39.000,8.000,-0.000049,0.000000
193.120,enabled_hold,-0.000575,-0.065125,-0.009598,39.000,8.000,-0.000049,0.000000
193.621,enabled_hold,-0.000192,-0.000671,0.001816,39.000,8.000,-0.000049,0.000000
194.145,enabled_hold,-0.000575,-0.138981,0.025162,39.000,8.000,-0.000049,0.000000
194.671,enabled_hold,-0.000192,-0.086613,-0.011673,39.000,8.000,-0.000049,0.000000
195.195,enabled_hold,-0.000192,-0.023499,0.004410,39.000,8.000,-0.000049,0.000000
195.719,enabled_hold,-0.000575,-0.002014,-0.002335,39.000,8.000,-0.000049,0.000000
196.219,enabled_hold,-0.000192,-0.071838,-0.028793,39.000,8.000,-0.000049,0.000000
196.720,enabled_hold,-0.000192,0.069153,0.019455,39.000,8.000,-0.000049,0.000000
197.245,enabled_hold,-0.000192,-0.024841,-0.007523,39.000,8.000,-0.000049,0.000000
197.770,enabled_hold,-0.000575,0.051697,0.007004,39.000,8.000,-0.000049,0.000000
198.294,enabled_hold,-0.000575,0.019470,0.009598,39.000,8.000,-0.000049,0.000000
198.819,enabled_hold,-0.000575,0.012756,-0.019974,39.000,8.000,-0.000049,0.000000
199.320,enabled_hold,-0.000192,-0.047668,0.023605,39.000,8.000,-0.000049,0.000000
199.821,enabled_hold,-0.000575,-0.181950,-0.015305,39.000,8.000,-0.000049,0.000000
200.322,enabled_hold,-0.000192,0.141663,-0.007523,39.000,8.000,-0.000049,0.000000
200.823,enabled_hold,-0.000192,0.047668,0.000778,39.000,8.000,-0.000049,0.000000
201.344,enabled_hold,-0.000192,-0.071838,0.032425,39.000,8.000,-0.000049,0.000000
201.845,enabled_hold,-0.000575,-0.022156,-0.018936,39.000,8.000,-0.000049,0.000000
202.345,enabled_hold,-0.000575,0.081238,-0.017899,39.000,8.000,-0.000049,0.000000
202.869,enabled_hold,-0.000192,0.062439,-0.009079,39.000,8.000,-0.000049,0.000000
203.370,enabled_hold,-0.000575,0.026184,-0.025162,39.000,8.000,-0.000049,0.000000
203.895,enabled_hold,-0.000575,-0.027527,-0.013748,39.000,8.000,-0.000049,0.000000
204.422,enabled_hold,-0.000575,-0.011414,-0.002853,39.000,8.000,-0.000049,0.000000
204.945,enabled_hold,-0.000192,0.024841,-0.000778,39.000,8.000,-0.000049,0.000000
205.469,enabled_hold,-0.000575,0.036926,0.004410,39.000,8.000,-0.000049,0.000000
205.970,enabled_hold,-0.000575,-0.020813,-0.010117,39.000,8.000,-0.000049,0.000000
206.495,enabled_hold,-0.000192,-0.090641,0.008560,39.000,8.000,-0.000049,0.000000
206.995,enabled_hold,-0.000192,-0.024841,-0.018417,39.000,8.000,-0.000049,0.000000
207.520,enabled_hold,-0.000192,-0.077209,-0.009079,39.000,8.000,-0.000049,0.000000
208.020,enabled_hold,-0.000192,-0.015442,-0.016861,39.000,8.000,-0.000049,0.000000
208.545,enabled_hold,-0.000192,0.148376,-0.015305,39.000,8.000,-0.000049,0.000000
209.045,enabled_hold,-0.000575,0.020813,0.004929,39.000,8.000,-0.000049,0.000000
209.545,enabled_hold,-0.000192,0.070496,-0.018417,39.000,8.000,-0.000049,0.000000
210.045,enabled_hold,-0.000192,0.040955,-0.008560,39.000,8.000,-0.000049,0.000000
210.570,enabled_hold,-0.000192,0.008728,0.026718,39.000,8.000,-0.000049,0.000000
211.070,enabled_hold,-0.000192,-0.144352,0.003891,39.000,8.000,-0.000049,0.000000
211.571,enabled_hold,-0.000192,0.011414,-0.009598,39.000,8.000,-0.000049,0.000000
212.071,enabled_hold,-0.000192,-0.032898,0.009598,39.000,8.000,-0.000049,0.000000
212.595,enabled_hold,-0.000575,0.030212,-0.013229,39.000,8.000,-0.000049,0.000000
213.120,enabled_hold,-0.000192,0.054382,-0.005447,39.000,8.000,-0.000049,0.000000
213.645,enabled_hold,-0.000192,0.075867,0.011154,39.000,8.000,-0.000049,0.000000
214.145,enabled_hold,-0.000192,0.035583,-0.008041,39.000,8.000,-0.000049,0.000000
214.671,enabled_hold,-0.000192,0.114807,-0.021011,39.000,8.000,-0.000049,0.000000
215.195,enabled_hold,-0.000575,0.019470,-0.004410,39.000,8.000,-0.000049,0.000000
215.695,enabled_hold,-0.000575,-0.031555,-0.000259,39.000,8.000,-0.000049,0.000000
216.195,enabled_hold,-0.000575,-0.039612,-0.001816,39.000,8.000,-0.000049,0.000000
216.720,enabled_hold,-0.000192,0.155090,-0.008560,39.000,8.000,-0.000049,0.000000
217.220,enabled_hold,-0.000192,-0.004700,-0.004929,39.000,8.000,-0.000049,0.000000
217.720,enabled_hold,-0.000575,-0.077209,0.014786,39.000,8.000,-0.000049,0.000000
218.220,enabled_hold,-0.000575,0.027527,0.010117,39.000,8.000,-0.000049,0.000000
218.735,enabled_hold,-0.000575,-0.028870,0.011673,39.000,8.000,-0.000049,0.000000
219.236,enabled_hold,-0.000192,0.067810,0.032425,39.000,8.000,-0.000049,0.000000
219.760,enabled_hold,-0.000575,0.089294,0.022049,39.000,8.000,-0.000049,0.000000
220.286,enabled_hold,-0.000575,-0.027527,-0.017899,39.000,8.000,-0.000049,0.000000
220.811,enabled_hold,-0.000192,0.143005,-0.012711,39.000,8.000,-0.000049,0.000000
221.337,enabled_hold,-0.000192,0.164490,0.024124,39.000,8.000,-0.000049,0.000000
221.837,enabled_hold,-0.000192,0.030212,-0.012711,39.000,8.000,-0.000049,0.000000
222.361,enabled_hold,-0.000575,-0.011414,-0.036058,39.000,8.000,-0.000049,0.000000
222.886,enabled_hold,-0.000192,0.031555,0.033981,39.000,8.000,-0.000049,0.000000
223.386,enabled_hold,-0.000192,-0.019470,-0.017899,39.000,8.000,-0.000049,0.000000
223.886,enabled_hold,-0.000192,0.110779,-0.001816,39.000,8.000,-0.000049,0.000000
224.411,enabled_hold,-0.000192,-0.024841,0.014786,39.000,8.000,-0.000049,0.000000
224.911,enabled_hold,-0.000575,-0.002014,0.024643,39.000,8.000,-0.000049,0.000000
225.436,enabled_hold,-0.000192,0.054382,-0.029831,39.000,8.000,-0.000049,0.000000
225.936,enabled_hold,-0.000192,-0.020813,-0.065111,39.000,8.000,-0.000049,0.000000
226.461,enabled_hold,-0.000575,-0.073181,-0.056292,39.000,8.000,-0.000049,0.000000
226.986,enabled_hold,-0.000575,-0.172550,0.001297,39.000,8.000,-0.000049,0.000000
227.487,enabled_hold,-0.000575,-0.071838,-0.022568,39.000,8.000,-0.000049,0.000000
228.011,enabled_hold,-0.000192,-0.023499,-0.022568,39.000,8.000,-0.000049,0.000000
228.535,enabled_hold,-0.000192,-0.038269,0.040726,39.000,8.000,-0.000049,0.000000
229.036,enabled_hold,-0.000192,0.152405,0.003372,39.000,8.000,-0.000049,0.000000
229.560,enabled_hold,-0.000575,0.044983,-0.025681,39.000,8.000,-0.000049,0.000000
230.087,enabled_hold,-0.000575,-0.030212,-0.000259,39.000,8.000,-0.000049,0.000000
230.610,enabled_hold,-0.000192,0.012756,-0.031906,39.000,8.000,-0.000049,0.000000
231.111,enabled_hold,-0.000192,-0.070496,0.007523,39.000,8.000,-0.000049,0.000000
231.637,enabled_hold,-0.000192,0.016785,0.030350,39.000,8.000,-0.000049,0.000000
232.160,enabled_hold,-0.000192,-0.022156,0.032425,39.000,8.000,-0.000049,0.000000
232.660,enabled_hold,-0.000192,0.000671,-0.020493,39.000,8.000,-0.000049,0.000000
233.186,enabled_hold,-0.000575,0.075867,0.015823,39.000,8.000,-0.000049,0.000000
233.687,enabled_hold,-0.000192,-0.067810,-0.031906,39.000,8.000,-0.000049,0.000000
234.187,enabled_hold,-0.000575,-0.073181,-0.021530,39.000,8.000,-0.000049,0.000000
234.710,enabled_hold,-0.000575,0.096008,0.022049,39.000,8.000,-0.000049,0.000000
235.211,enabled_hold,-0.000192,0.026184,-0.007004,39.000,8.000,-0.000049,0.000000
235.737,enabled_hold,-0.000192,0.077209,-0.008560,39.000,8.000,-0.000049,0.000000
236.237,enabled_hold,-0.000192,0.136292,-0.015823,39.000,8.000,-0.000049,0.000000
236.760,enabled_hold,-0.000575,-0.074524,-0.012711,39.000,8.000,-0.000049,0.000000
237.260,enabled_hold,-0.000575,-0.026184,-0.017899,39.000,8.000,-0.000049,0.000000
237.787,enabled_hold,-0.000575,0.019470,-0.011673,39.000,8.000,-0.000049,0.000000
238.310,enabled_hold,-0.000192,-0.038269,0.016342,39.000,8.000,-0.000049,0.000000
238.810,enabled_hold,-0.000575,-0.049011,-0.000259,39.000,8.000,-0.000049,0.000000
239.337,enabled_hold,-0.000575,-0.164494,-0.019455,39.000,8.000,-0.000049,0.000000
239.837,enabled_hold,-0.000575,-0.138981,-0.004929,39.000,8.000,-0.000049,0.000000
240.337,enabled_hold,-0.000192,0.130920,-0.007523,39.000,8.000,-0.000049,0.000000
240.861,enabled_hold,-0.000575,-0.118839,-0.001816,39.000,8.000,-0.000049,0.000000
241.369,enabled_hold,-0.000192,0.085266,0.022049,39.000,8.000,-0.000049,0.000000
241.870,enabled_hold,-0.000575,-0.109440,-0.004410,39.000,8.000,-0.000049,0.000000
242.370,enabled_hold,-0.000192,-0.059753,-0.013748,39.000,8.000,-0.000049,0.000000
242.893,enabled_hold,-0.000192,-0.097355,-0.007523,39.000,8.000,-0.000049,0.000000
243.419,enabled_hold,-0.000575,-0.065125,-0.013229,39.000,8.000,-0.000049,0.000000
243.920,enabled_hold,-0.000192,0.077209,0.002335,39.000,8.000,-0.000049,0.000000
244.420,enabled_hold,-0.000192,-0.121525,-0.034502,39.000,8.000,-0.000049,0.000000
244.921,enabled_hold,-0.000192,0.062439,-0.014267,39.000,8.000,-0.000049,0.000000
245.443,enabled_hold,-0.000192,0.094666,-0.004929,39.000,8.000,-0.000049,0.000000
245.943,enabled_hold,-0.000192,0.171204,-0.004410,39.000,8.000,-0.000049,0.000000
246.443,enabled_hold,-0.000575,-0.117496,-0.003891,39.000,8.000,-0.000049,0.000000
246.970,enabled_hold,-0.000192,-0.016785,-0.008041,39.000,8.000,-0.000049,0.000000
247.494,enabled_hold,-0.000192,0.105408,-0.039690,39.000,8.000,-0.000049,0.000000
248.019,enabled_hold,-0.000192,-0.086613,0.009079,39.000,8.000,-0.000049,0.000000
248.543,enabled_hold,-0.000192,0.058411,-0.002335,39.000,8.000,-0.000049,0.000000
249.043,enabled_hold,-0.000192,0.074524,0.036575,39.000,8.000,-0.000049,0.000000
249.568,enabled_hold,-0.000192,-0.073181,-0.024124,39.000,8.000,-0.000049,0.000000
250.068,enabled_hold,-0.000575,-0.160465,-0.013748,39.000,8.000,-0.000049,0.000000
250.570,enabled_hold,-0.000575,-0.020813,-0.001297,39.000,8.000,-0.000049,0.000000
251.070,enabled_hold,-0.000192,-0.042297,-0.001297,39.000,8.000,-0.000049,0.000000
251.581,enabled_hold,-0.000575,-0.122868,0.004410,39.000,8.000,-0.000049,0.000000
252.105,enabled_hold,-0.000575,-0.124210,-0.005447,39.000,8.000,-0.000049,0.000000
252.631,enabled_hold,-0.000575,0.006042,0.007004,39.000,8.000,-0.000049,0.000000
253.131,enabled_hold,-0.000575,-0.057068,-0.016342,39.000,8.000,-0.000049,0.000000
253.631,enabled_hold,-0.000192,0.003357,0.005966,39.000,8.000,-0.000049,0.000000
254.132,enabled_hold,-0.000192,-0.113468,-0.025681,39.000,8.000,-0.000049,0.000000
254.656,enabled_hold,-0.000575,-0.167179,-0.007523,39.000,8.000,-0.000049,0.000000
255.181,enabled_hold,-0.000575,0.020813,0.000778,39.000,8.000,-0.000049,0.000000
255.681,enabled_hold,-0.000575,0.027527,0.030869,39.000,8.000,-0.000049,0.000000
256.206,enabled_hold,-0.000575,-0.042297,-0.027237,39.000,8.000,-0.000049,0.000000
256.731,enabled_hold,-0.000192,-0.040955,-0.020493,39.000,8.000,-0.000049,0.000000
257.231,enabled_hold,-0.000192,0.153748,0.016342,39.000,8.000,-0.000049,0.000000
257.731,enabled_hold,-0.000575,-0.049011,-0.016861,39.000,8.000,-0.000049,0.000000
258.257,enabled_hold,-0.000575,0.051697,0.019455,39.000,8.000,-0.000049,0.000000
258.781,enabled_hold,-0.000192,0.002014,0.007523,39.000,8.000,-0.000049,0.000000
259.281,enabled_hold,-0.000192,0.030212,-0.016861,39.000,8.000,-0.000049,0.000000
259.781,enabled_hold,-0.000575,0.112122,0.026718,39.000,8.000,-0.000049,0.000000
260.282,enabled_hold,-0.000575,0.077209,-0.012711,39.000,8.000,-0.000049,0.000000
260.806,enabled_hold,-0.000575,0.006042,-0.027237,39.000,8.000,-0.000049,0.000000
261.331,enabled_hold,-0.000575,-0.061096,0.009598,39.000,8.000,-0.000049,0.000000
261.856,enabled_hold,-0.000192,0.155090,0.002335,39.000,8.000,-0.000049,0.000000
262.381,enabled_hold,-0.000192,0.065125,-0.021011,39.000,8.000,-0.000049,0.000000
262.905,enabled_hold,-0.000192,0.040955,-0.005966,39.000,8.000,-0.000049,0.000000
263.431,enabled_hold,-0.000192,0.049011,0.028275,39.000,8.000,-0.000049,0.000000
263.955,enabled_hold,-0.000192,-0.006042,-0.018936,39.000,8.000,-0.000049,0.000000
264.456,enabled_hold,-0.000575,-0.028870,-0.002853,39.000,8.000,-0.000049,0.000000
264.981,enabled_hold,-0.000575,-0.034241,-0.003372,39.000,8.000,-0.000049,0.000000
265.485,enabled_hold,-0.000575,0.047668,-0.000778,39.000,8.000,-0.000049,0.000000
265.985,enabled_hold,-0.000575,0.136292,-0.033983,39.000,8.000,-0.000049,0.000000
266.485,enabled_hold,-0.000192,-0.015442,-0.017380,39.000,8.000,-0.000049,0.000000
266.986,enabled_hold,-0.000192,-0.050354,0.020493,39.000,8.000,-0.000049,0.000000
267.486,enabled_hold,-0.000192,0.098694,-0.001816,39.000,8.000,-0.000049,0.000000
268.012,enabled_hold,-0.000575,-0.113468,-0.021530,39.000,8.000,-0.000049,0.000000
268.537,enabled_hold,-0.000575,-0.022156,-0.004929,39.000,8.000,-0.000049,0.000000
269.062,enabled_hold,-0.000575,0.047668,-0.021011,39.000,8.000,-0.000049,0.000000
269.587,enabled_hold,-0.000575,-0.112125,-0.003891,39.000,8.000,-0.000049,0.000000
270.087,enabled_hold,-0.000575,-0.161808,0.005447,39.000,8.000,-0.000049,0.000000
270.587,enabled_hold,-0.000192,0.094666,0.011673,39.000,8.000,-0.000049,0.000000
271.087,enabled_hold,-0.000192,-0.012756,0.008560,39.000,8.000,-0.000049,0.000000
271.612,enabled_hold,-0.000192,0.039612,0.002853,39.000,8.000,-0.000049,0.000000
272.112,enabled_hold,-0.000192,0.030212,-0.014267,39.000,8.000,-0.000049,0.000000
272.638,enabled_hold,-0.000192,-0.019470,0.001297,39.000,8.000,-0.000049,0.000000
273.162,enabled_hold,-0.000192,0.098694,-0.023605,39.000,8.000,-0.000049,0.000000
273.687,enabled_hold,-0.000192,0.053040,0.016861,39.000,8.000,-0.000049,0.000000
274.211,enabled_hold,-0.000192,-0.004700,-0.032425,39.000,8.000,-0.000049,0.000000
274.712,enabled_hold,-0.000192,0.042297,-0.011154,39.000,8.000,-0.000049,0.000000
275.212,enabled_hold,-0.000192,-0.010071,0.011673,39.000,8.000,-0.000049,0.000000
275.737,enabled_hold,-0.000192,0.077209,0.035019,39.000,8.000,-0.000049,0.000000
276.237,enabled_hold,-0.000192,-0.066467,0.030869,39.000,8.000,-0.000049,0.000000
276.762,enabled_hold,-0.000192,0.108093,-0.031387,39.000,8.000,-0.000049,0.000000
277.262,enabled_hold,-0.000192,-0.039612,0.021011,39.000,8.000,-0.000049,0.000000
277.762,enabled_hold,-0.000192,0.100037,-0.001297,39.000,8.000,-0.000049,0.000000
278.286,enabled_hold,-0.000575,-0.003357,-0.029831,39.000,8.000,-0.000049,0.000000
278.787,enabled_hold,-0.000575,-0.047668,-0.023087,39.000,8.000,-0.000049,0.000000
279.312,enabled_hold,-0.000575,-0.007385,0.004410,39.000,8.000,-0.000049,0.000000
279.812,enabled_hold,-0.000192,0.022156,-0.004410,39.000,8.000,-0.000049,0.000000
280.337,enabled_hold,-0.000575,-0.031555,0.014267,39.000,8.000,-0.000049,0.000000
280.862,enabled_hold,-0.000575,0.031555,0.009598,39.000,8.000,-0.000049,0.000000
281.387,enabled_hold,-0.000575,-0.147038,0.008560,39.000,8.000,-0.000049,0.000000
281.912,enabled_hold,-0.000192,-0.012756,-0.021011,39.000,8.000,-0.000049,0.000000
282.437,enabled_hold,-0.000192,0.044983,0.027237,39.000,8.000,-0.000049,0.000000
282.962,enabled_hold,-0.000575,-0.074524,-0.022568,39.000,8.000,-0.000049,0.000000
283.487,enabled_hold,-0.000192,-0.038269,0.026718,39.000,8.000,-0.000049,0.000000
284.012,enabled_hold,-0.000192,-0.023499,-0.001816,39.000,8.000,-0.000049,0.000000
284.536,enabled_hold,-0.000192,0.066467,0.013229,39.000,8.000,-0.000049,0.000000
285.037,enabled_hold,-0.000192,0.101379,0.003891,39.000,8.000,-0.000049,0.000000
285.556,enabled_hold,-0.000192,-0.031555,-0.003891,39.000,8.000,-0.000049,0.000000
286.066,enabled_hold,-0.000192,0.032898,0.007523,39.000,8.000,-0.000049,0.000000
286.592,enabled_hold,-0.000575,-0.138981,-0.013229,39.000,8.000,-0.000049,0.000000
287.092,enabled_hold,-0.000575,-0.046326,0.002853,39.000,8.000,-0.000049,0.000000
287.618,enabled_hold,-0.000575,-0.122868,-0.039171,39.000,8.000,-0.000049,0.000000
288.142,enabled_hold,-0.000192,-0.117496,-0.045916,39.000,8.000,-0.000049,0.000000
288.667,enabled_hold,-0.000575,0.004700,0.004410,39.000,8.000,-0.000049,0.000000
289.167,enabled_hold,-0.000192,0.071838,-0.035021,39.000,8.000,-0.000049,0.000000
289.668,enabled_hold,-0.000575,-0.086613,0.028275,39.000,8.000,-0.000049,0.000000
290.191,enabled_hold,-0.000192,0.028870,0.015305,39.000,8.000,-0.000049,0.000000
290.691,enabled_hold,-0.000575,-0.054382,-0.025162,39.000,8.000,-0.000049,0.000000
291.216,enabled_hold,-0.000575,0.014099,0.007004,39.000,8.000,-0.000049,0.000000
291.717,enabled_hold,-0.000192,0.023499,0.001297,39.000,8.000,-0.000049,0.000000
292.218,enabled_hold,-0.000192,0.027527,0.005966,39.000,8.000,-0.000049,0.000000
292.719,enabled_hold,-0.000192,0.027527,-0.004929,39.000,8.000,-0.000049,0.000000
293.241,enabled_hold,-0.000192,-0.008728,-0.011673,39.000,8.000,-0.000049,0.000000
293.769,enabled_hold,-0.000192,-0.148380,-0.023087,39.000,8.000,-0.000049,0.000000
294.269,enabled_hold,-0.000192,-0.054382,-0.019974,39.000,8.000,-0.000049,0.000000
294.769,enabled_hold,-0.000575,-0.040955,0.005447,39.000,8.000,-0.000049,0.000000
295.292,enabled_hold,-0.000192,0.141663,-0.016342,39.000,8.000,-0.000049,0.000000
295.792,enabled_hold,-0.000192,0.003357,0.008560,39.000,8.000,-0.000049,0.000000
296.318,enabled_hold,-0.000192,-0.019470,-0.003372,39.000,8.000,-0.000049,0.000000
296.819,enabled_hold,-0.000575,-0.023499,0.034500,39.000,8.000,-0.000049,0.000000
297.341,enabled_hold,-0.000575,-0.130924,0.002853,39.000,8.000,-0.000049,0.000000
297.841,enabled_hold,-0.000575,-0.171207,-0.027756,39.000,8.000,-0.000049,0.000000
298.369,enabled_hold,-0.000192,-0.071838,-0.031387,39.000,8.000,-0.000049,0.000000
298.891,enabled_hold,-0.000575,-0.026184,0.025162,39.000,8.000,-0.000049,0.000000
299.420,enabled_hold,-0.000192,0.039612,-0.019974,39.000,8.000,-0.000049,0.000000
299.921,enabled_hold,-0.000192,-0.003357,0.020493,39.000,8.000,-0.000049,0.000000
300.441,enabled_hold,-0.000192,0.002014,0.046432,39.000,8.000,-0.000049,0.000000
300.942,enabled_hold,-0.000192,0.027527,-0.035540,39.000,8.000,-0.000049,0.000000
301.469,enabled_hold,-0.000192,-0.016785,0.027237,39.000,8.000,-0.000049,0.000000
301.991,enabled_hold,-0.000575,-0.077209,-0.003891,39.000,8.000,-0.000049,0.000000
302.519,enabled_hold,-0.000575,-0.051697,-0.003891,39.000,8.000,-0.000049,0.000000
303.041,enabled_hold,-0.000192,0.085266,0.002853,39.000,8.000,-0.000049,0.000000
303.541,enabled_hold,-0.000192,0.090637,0.020493,39.000,8.000,-0.000049,0.000000
304.041,enabled_hold,-0.000192,0.143005,0.001816,39.000,8.000,-0.000049,0.000000
304.541,enabled_hold,-0.000192,0.165833,0.015823,39.000,8.000,-0.000049,0.000000
305.042,enabled_hold,-0.000575,-0.116154,0.004410,39.000,8.000,-0.000049,0.000000
305.566,enabled_hold,-0.000192,-0.003357,0.017899,39.000,8.000,-0.000049,0.000000
306.068,enabled_hold,-0.000192,0.093323,-0.009598,39.000,8.000,-0.000049,0.000000
306.591,enabled_hold,-0.000192,0.066467,0.019455,39.000,8.000,-0.000049,0.000000
307.116,enabled_hold,-0.000192,0.047668,0.039688,39.000,8.000,-0.000049,0.000000
307.641,enabled_hold,-0.000575,-0.071838,-0.011673,39.000,8.000,-0.000049,0.000000
308.141,enabled_hold,-0.000575,-0.010071,-0.003372,39.000,8.000,-0.000049,0.000000
308.669,enabled_hold,-0.000192,0.085266,-0.013229,39.000,8.000,-0.000049,0.000000
309.192,enabled_hold,-0.000192,-0.002014,-0.014267,39.000,8.000,-0.000049,0.000000
309.716,enabled_hold,-0.000192,-0.152409,-0.020493,39.000,8.000,-0.000049,0.000000
310.216,enabled_hold,-0.000192,-0.039612,-0.003891,39.000,8.000,-0.000049,0.000000
