t_s,dir,rate,kp,cmd,fb,lead,d_fb,block,tx,ack
14.3911,-1,-3.500,8,0.3464,0.6964,-0.3500,0.0000,none,711,189
14.4191,-1,-3.500,8,0.3464,0.6964,-0.3500,0.0000,none,712,189
14.4465,-1,-3.500,8,0.3464,0.6964,-0.3500,0.0000,none,713,189
14.4738,-1,-3.500,8,0.3464,0.6964,-0.3500,0.0000,none,714,189
14.5014,-1,-3.500,8,0.3464,0.6964,-0.3500,0.0000,none,715,189
14.5285,-1,-3.500,8,0.3464,0.2515,0.0950,-0.4450,none,716,203
14.5562,-1,-3.500,8,0.2589,0.2515,0.0075,0.0000,none,717,203
14.5845,-1,-3.500,8,0.1714,0.2515,-0.0800,0.0000,none,718,203
14.6120,-1,-3.500,8,0.0839,0.2515,-0.1675,0.0000,none,719,203
14.6397,-1,-3.500,8,-0.0036,0.2515,-0.2550,0.0000,none,720,203
14.6672,-1,-3.500,8,-0.0911,0.2515,-0.3425,0.0000,none,721,203
14.6953,-1,-3.500,8,-0.0985,0.2515,-0.3500,0.0000,none,722,203
14.7235,-1,-3.500,8,-0.0985,0.2515,-0.3500,0.0000,none,723,203
14.7517,-1,-3.500,8,-0.0985,0.2515,-0.3500,0.0000,none,724,203
14.7791,-1,-3.500,8,-0.0985,0.2515,-0.3500,0.0000,none,725,203
14.8072,-1,-3.500,8,-0.0985,0.2515,-0.3500,0.0000,none,726,203
14.8352,-1,-3.500,8,-0.0985,0.2515,-0.3500,0.0000,none,727,203
14.8633,-1,-3.500,8,-0.0985,0.2515,-0.3500,0.0000,none,728,203
14.8911,-1,-3.500,8,-0.0985,-0.1897,0.0912,-0.4412,none,729,216
14.9190,-1,-3.500,8,-0.1860,-0.1897,0.0037,0.0000,none,730,216
14.9469,-1,-3.500,8,-0.2735,-0.1897,-0.0838,0.0000,none,731,216
14.9751,-1,-3.500,8,-0.3610,-0.1897,-0.1713,0.0000,none,732,216
15.0030,-1,-3.500,8,-0.4485,-0.1897,-0.2588,0.0000,none,733,216
15.0302,-1,-3.500,8,-0.5360,-0.1897,-0.3463,0.0000,none,734,216
15.0577,-1,-3.500,8,-0.5397,-0.1897,-0.3500,0.0000,none,735,216
15.0865,-1,-3.500,8,-0.5397,-0.1897,-0.3500,0.0000,none,736,216
15.1145,-1,-3.500,8,-0.5397,-0.1897,-0.3500,0.0000,none,737,216
15.1429,-1,-3.500,8,-0.5397,-0.1897,-0.3500,0.0000,none,738,216
15.1703,-1,-3.500,8,-0.5397,-0.1897,-0.3500,0.0000,none,739,216
15.1979,-1,-3.500,8,-0.5397,-0.1897,-0.3500,0.0000,none,740,216
15.2260,-1,-3.500,8,-0.5397,-0.1897,-0.3500,0.0000,none,741,216
15.2542,-1,-3.500,8,-0.5397,-0.6320,0.0923,-0.4423,none,742,229
15.2827,-1,-3.500,8,-0.6272,-0.6320,0.0048,0.0000,none,743,229
15.3110,-1,-3.500,8,-0.7147,-0.6320,-0.0827,0.0000,none,744,229
15.3386,-1,-3.500,8,-0.8022,-0.6320,-0.1702,0.0000,none,745,229
15.3661,-1,-3.500,8,-0.8897,-0.6320,-0.2577,0.0000,none,746,229
15.3938,-1,-3.500,8,-0.9772,-0.6320,-0.3452,0.0000,none,747,229
15.4222,-1,-3.500,8,-0.9820,-0.6320,-0.3500,0.0000,none,748,229
15.4506,-1,-3.500,8,-0.9820,-0.6320,-0.3500,0.0000,none,749,229
15.4787,-1,-3.500,8,-0.9820,-0.6320,-0.3500,0.0000,none,750,229
15.5069,-1,-3.500,8,-0.9820,-0.6320,-0.3500,0.0000,none,751,229
15.5349,-1,-3.500,8,-0.9820,-0.6320,-0.3500,0.0000,none,752,229
15.5632,-1,-3.500,8,-0.9820,-0.6320,-0.3500,0.0000,none,753,229
15.5915,-1,-3.500,8,-0.9820,-0.6320,-0.3500,0.0000,none,754,229
15.6190,-1,-3.500,8,-0.9820,-0.6320,-0.3500,0.0000,none,755,229
15.6460,-1,-3.500,8,-0.9820,-0.6320,-0.3500,0.0000,none,756,229
15.6731,-1,-3.500,8,-0.9820,-0.6320,-0.3500,0.0000,none,757,229
15.7009,-1,-3.500,8,-0.9820,-1.0183,0.0363,-0.3863,none,758,245
15.7280,-1,-3.500,8,-1.0695,-1.0183,-0.0512,0.0000,none,759,245
15.7558,-1,-3.500,8,-1.1570,-1.0183,-0.1387,0.0000,none,760,245
15.7837,-1,-3.500,8,-1.2445,-1.0183,-0.2262,0.0000,none,761,245
15.8108,-1,-3.500,8,-1.3320,-1.0183,-0.3137,0.0000,none,762,245
15.8389,0,-3.250,8,-1.3683,-1.0183,-0.3500,0.0000,none,763,245
15.8666,0,-3.000,8,-1.3683,-1.0183,-0.3500,0.0000,none,764,245
15.8944,0,-2.750,8,-1.3683,-1.0183,-0.3500,0.0000,none,765,245
15.9222,0,-2.500,8,-1.3683,-1.0183,-0.3500,0.0000,none,766,245
15.9495,0,-2.250,8,-1.3683,-1.0183,-0.3500,0.0000,none,767,245
15.9765,0,-2.000,8,-1.3683,-1.0183,-0.3500,0.0000,none,768,245
16.0041,0,-1.750,8,-1.3683,-1.0183,-0.3500,0.0000,none,769,245
16.0316,0,-1.500,8,-1.3683,-1.0183,-0.3500,0.0000,none,770,245
16.0590,0,-1.250,8,-1.3683,-1.0183,-0.3500,0.0000,none,771,245
16.0862,0,-1.000,8,-1.3683,-1.4456,0.0773,-0.4273,none,772,3
16.1135,0,-0.750,8,-1.3870,-1.4456,0.0586,0.0000,none,773,3
16.1410,0,-0.500,8,-1.3995,-1.4456,0.0461,0.0000,none,774,3
16.1684,0,-0.250,8,-1.4058,-1.4456,0.0398,0.0000,none,775,3
16.1958,0,0.000,0,-1.4456,-1.4456,0.0000,0.0000,none,776,3
16.2227,0,0.000,0,-1.4456,-1.4456,0.0000,0.0000,none,777,3
16.2502,0,0.000,0,-1.4456,-1.4456,0.0000,0.0000,none,778,3
16.2774,0,0.000,0,-1.4456,-1.4456,0.0000,0.0000,none,779,3
16.3043,0,0.000,0,-1.4456,-1.4456,0.0000,0.0000,none,780,3
16.3315,0,0.000,0,-1.4456,-1.4456,0.0000,0.0000,none,781,3
16.3594,0,0.000,0,-1.4456,-1.4456,0.0000,0.0000,none,782,3
16.3873,0,0.000,0,-1.4456,-1.4456,0.0000,0.0000,none,783,3
16.4151,0,0.000,0,-1.4456,-1.4456,0.0000,0.0000,none,784,3
16.4429,0,0.000,0,-1.4456,-1.3950,-0.0506,0.0506,none,785,16
16.4708,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,786,16
16.4990,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,787,16
16.5270,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,788,16
16.5548,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,789,16
16.5820,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,790,16
16.6098,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,791,16
16.6377,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,792,16
16.6653,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,793,16
16.6927,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,794,16
16.7213,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,795,16
16.7491,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,796,16
16.7768,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,797,16
16.8048,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,798,29
16.8321,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,799,29
16.8597,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,800,29
16.8879,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,801,29
16.9162,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,802,29
16.9441,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,803,29
16.9713,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,804,29
16.9996,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,805,29
17.0279,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,806,29
17.0558,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,807,29
17.0827,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,808,29
17.1108,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,809,29
17.1380,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,810,29
17.1650,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,811,29
17.1924,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,812,43
17.2200,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,813,43
17.2481,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,814,43
17.2761,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,815,43
17.3030,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,816,43
17.3301,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,817,43
17.3571,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,818,43
17.3840,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,819,43
17.4110,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,820,43
17.4382,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,821,43
17.4660,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,822,43
17.4933,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,823,43
17.5212,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,824,43
17.5482,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,825,43
17.5758,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,826,43
17.6041,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,827,43
17.6320,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,828,59
17.6602,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,829,59
17.6880,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,830,59
17.7157,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,831,59
17.7440,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,832,59
17.7712,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,833,59
17.7988,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,834,59
17.8265,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,835,59
17.8540,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,836,59
17.8814,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,837,59
17.9091,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,838,59
17.9363,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,839,59
17.9640,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,840,59
17.9924,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,841,72
18.0206,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,842,72
18.0491,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,843,72
18.0772,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,844,72
18.1044,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,845,72
18.1323,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,846,72
18.1601,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,847,72
18.1877,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,848,72
18.2151,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,849,72
18.2425,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,850,72
18.2706,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,851,72
18.2981,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,852,72
18.3259,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,853,72
18.3535,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,854,72
18.3818,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,855,86
18.4093,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,856,86
18.4374,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,857,86
18.4649,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,858,86
18.4926,0,0.000,0,-1.3950,-1.3950,0.0000,0.0000,none,859,86
18.5199,1,0.729,8,-1.3768,-1.3950,0.0182,0.0000,none,860,86
18.5474,1,1.458,8,-1.3403,-1.3950,0.0547,0.0000,none,861,86
18.5751,1,2.188,8,-1.2856,-1.3950,0.1094,0.0000,none,862,86
18.6028,1,2.917,8,-1.2127,-1.3950,0.1823,0.0000,none,863,86
18.6304,1,3.500,8,-1.1252,-1.3950,0.2698,0.0000,none,864,86
18.6578,1,3.500,8,-1.0450,-1.3950,0.3500,0.0000,none,865,86
18.6847,1,3.500,8,-1.0450,-1.3950,0.3500,0.0000,none,866,86
18.7122,1,3.500,8,-1.0450,-1.3950,0.3500,0.0000,none,867,86
18.7397,1,3.500,8,-1.0450,-1.3900,0.3450,0.0050,none,868,99
18.7668,1,3.500,8,-1.0400,-1.3900,0.3500,0.0000,none,869,99
18.7941,1,3.500,8,-1.0400,-1.3900,0.3500,0.0000,none,870,99
18.8214,1,3.500,8,-1.0400,-1.3900,0.3500,0.0000,none,871,99
18.8492,1,3.500,8,-1.0400,-1.3900,0.3500,0.0000,none,872,99
18.8763,1,3.500,8,-1.0400,-1.3900,0.3500,0.0000,none,873,99
18.9037,1,3.500,8,-1.0400,-1.3900,0.3500,0.0000,none,874,99
18.9323,1,3.500,8,-1.0400,-1.3900,0.3500,0.0000,none,875,99
18.9602,1,3.500,8,-1.0400,-1.3900,0.3500,0.0000,none,876,99
18.9880,1,3.500,8,-1.0400,-1.3900,0.3500,0.0000,none,877,99
19.0151,1,3.500,8,-1.0400,-1.3900,0.3500,0.0000,none,878,99
19.0423,1,3.500,8,-1.0400,-1.3900,0.3500,0.0000,none,879,99
19.0703,1,3.500,8,-1.0400,-1.3900,0.3500,0.0000,none,880,99
19.0980,1,3.500,8,-1.0400,-1.0175,-0.0225,0.3725,none,881,112
19.1261,1,3.500,8,-0.9525,-1.0175,0.0650,0.0000,none,882,112
19.1541,1,3.500,8,-0.8650,-1.0175,0.1525,0.0000,none,883,112
19.1816,1,3.500,8,-0.7775,-1.0175,0.2400,0.0000,none,884,112
19.2095,1,3.500,8,-0.6900,-1.0175,0.3275,0.0000,none,885,112
19.2376,1,3.500,8,-0.6675,-1.0175,0.3500,0.0000,none,886,112
19.2653,1,3.500,8,-0.6675,-1.0175,0.3500,0.0000,none,887,112
19.2928,1,3.500,8,-0.6675,-1.0175,0.3500,0.0000,none,888,112
19.3202,1,3.500,8,-0.6675,-1.0175,0.3500,0.0000,none,889,112
19.3480,1,3.500,8,-0.6675,-1.0175,0.3500,0.0000,none,890,112
19.3761,1,3.500,8,-0.6675,-1.0175,0.3500,0.0000,none,891,112
19.4033,1,3.500,8,-0.6675,-1.0175,0.3500,0.0000,none,892,112
19.4306,1,3.500,8,-0.6675,-1.0175,0.3500,0.0000,none,893,112
19.4581,1,3.500,8,-0.6675,-1.0175,0.3500,0.0000,none,894,112
19.4849,1,3.500,8,-0.6675,-1.0175,0.3500,0.0000,none,895,112
19.5129,1,3.500,8,-0.6675,-1.0175,0.3500,0.0000,none,896,112
19.5410,1,3.500,8,-0.6675,-1.0175,0.3500,0.0000,none,897,112
19.5685,1,3.500,8,-0.6675,-0.5971,-0.0704,0.4204,none,898,129
19.5961,1,3.500,8,-0.5800,-0.5971,0.0171,0.0000,none,899,129
19.6232,1,3.500,8,-0.4925,-0.5971,0.1046,0.0000,none,900,129
19.6505,1,3.500,8,-0.4050,-0.5971,0.1921,0.0000,none,901,129
19.6779,1,3.500,8,-0.3175,-0.5971,0.2796,0.0000,none,902,129
19.7059,1,3.500,8,-0.2471,-0.5971,0.3500,0.0000,none,903,129
19.7343,1,3.500,8,-0.2471,-0.5971,0.3500,0.0000,none,904,129
19.7620,1,3.500,8,-0.2471,-0.5971,0.3500,0.0000,none,905,129
19.7896,1,3.500,8,-0.2471,-0.5971,0.3500,0.0000,none,906,129
19.8171,1,3.500,8,-0.2471,-0.5971,0.3500,0.0000,none,907,129
19.8456,1,3.500,8,-0.2471,-0.5971,0.3500,0.0000,none,908,129
19.8731,1,3.500,8,-0.2471,-0.5971,0.3500,0.0000,none,909,129
19.9009,1,3.500,8,-0.2471,-0.5971,0.3500,0.0000,none,910,129
19.9284,1,3.500,8,-0.2471,-0.1559,-0.0912,0.4412,none,911,142
19.9565,1,3.500,8,-0.1596,-0.1559,-0.0037,0.0000,none,912,142
19.9849,1,3.500,8,-0.0721,-0.1559,0.0838,0.0000,none,913,142
20.0126,1,3.500,8,0.0154,-0.1559,0.1713,0.0000,none,914,142
20.0397,1,3.500,8,0.1029,-0.1559,0.2588,0.0000,none,915,142
20.0680,1,3.500,8,0.1904,-0.1559,0.3463,0.0000,none,916,142
20.0968,1,3.500,8,0.1941,-0.1559,0.3500,0.0000,none,917,142
20.1248,1,3.500,8,0.1941,-0.1559,0.3500,0.0000,none,918,142
20.1524,1,3.500,8,0.1941,-0.1559,0.3500,0.0000,none,919,142
20.1794,1,3.500,8,0.1941,-0.1559,0.3500,0.0000,none,920,142
20.2066,1,3.500,8,0.1941,-0.1559,0.3500,0.0000,none,921,142
20.2342,1,3.500,8,0.1941,-0.1559,0.3500,0.0000,none,922,142
20.2615,1,3.500,8,0.1941,-0.1559,0.3500,0.0000,none,923,142
20.2888,1,3.500,8,0.1941,0.2879,-0.0938,0.4438,none,924,155
20.3157,1,3.500,8,0.2816,0.2879,-0.0063,0.0000,none,925,155
20.3426,1,3.500,8,0.3691,0.2879,0.0812,0.0000,none,926,155
20.3698,1,3.500,8,0.4566,0.2879,0.1687,0.0000,none,927,155
20.3970,1,3.500,8,0.5441,0.2879,0.2562,0.0000,none,928,155
20.4245,1,3.500,8,0.6316,0.2879,0.3437,0.0000,none,929,155
20.4513,0,3.250,8,0.6379,0.2879,0.3500,0.0000,none,930,155
20.4784,0,3.000,8,0.6379,0.2879,0.3500,0.0000,none,931,155
20.5061,0,2.750,8,0.6379,0.2879,0.3500,0.0000,none,932,155
20.5339,0,2.500,8,0.6379,0.2879,0.3500,0.0000,none,933,155
20.5620,0,2.250,8,0.6379,0.2879,0.3500,0.0000,none,934,155
20.5898,0,2.000,8,0.6379,0.2879,0.3500,0.0000,none,935,155
20.6180,0,1.750,8,0.6379,0.2879,0.3500,0.0000,none,936,155
20.6458,0,1.500,8,0.6379,0.2879,0.3500,0.0000,none,937,155
20.6733,0,1.250,8,0.6379,0.7340,-0.0961,0.4461,none,938,169
20.7014,0,1.000,8,0.6629,0.7340,-0.0711,0.0000,none,939,169
20.7300,0,0.750,8,0.6817,0.7340,-0.0524,0.0000,none,940,169
20.7577,0,0.500,8,0.6942,0.7340,-0.0399,0.0000,none,941,169
20.7855,0,0.250,8,0.7004,0.7340,-0.0336,0.0000,none,942,169
20.8126,0,0.000,0,0.7340,0.7340,0.0000,0.0000,none,943,169
20.8402,0,0.000,0,0.7340,0.7340,0.0000,0.0000,none,944,169
20.8683,0,0.000,0,0.7340,0.7340,0.0000,0.0000,none,945,169
20.8964,0,0.000,0,0.7340,0.7340,0.0000,0.0000,none,946,169
20.9241,0,0.000,0,0.7340,0.7340,0.0000,0.0000,none,947,169
20.9532,0,0.000,0,0.7340,0.7340,0.0000,0.0000,none,948,169
20.9844,0,0.000,0,0.7340,0.7340,0.0000,0.0000,none,949,169
21.0115,0,0.000,0,0.7340,0.7340,0.0000,0.0000,none,950,169
21.0389,0,0.000,0,0.7340,0.6903,0.0437,-0.0437,none,951,182
21.0662,0,0.000,0,0.6903,0.6903,0.0000,0.0000,none,952,182
21.0931,0,0.000,0,0.6903,0.6903,0.0000,0.0000,none,953,182
21.1208,0,0.000,0,0.6903,0.6903,0.0000,0.0000,none,954,182
21.1481,0,0.000,0,0.6903,0.6903,0.0000,0.0000,none,955,182
21.1755,0,0.000,0,0.6903,0.6903,0.0000,0.0000,none,956,182
21.2027,0,0.000,0,0.6903,0.6903,0.0000,0.0000,none,957,182
21.2301,0,0.000,0,0.6903,0.6903,0.0000,0.0000,none,958,182
21.2576,0,0.000,0,0.6903,0.6903,0.0000,0.0000,none,959,182
21.2847,0,0.000,0,0.6903,0.6903,0.0000,0.0000,none,960,182
21.3119,0,0.000,0,0.6903,0.6903,0.0000,0.0000,none,961,182
21.3403,0,0.000,0,0.6903,0.6903,0.0000,0.0000,none,962,182
21.3683,0,0.000,0,0.6903,0.6903,0.0000,0.0000,none,963,182
21.3954,0,0.000,0,0.6903,0.6899,0.0004,-0.0004,none,964,195
21.4221,0,0.000,0,0.6899,0.6899,0.0000,0.0000,none,965,195
21.4498,0,0.000,0,0.6899,0.6899,0.0000,0.0000,none,966,195
21.4771,0,0.000,0,0.6899,0.6899,0.0000,0.0000,none,967,195
21.5043,0,0.000,0,0.6899,0.6899,0.0000,0.0000,none,968,195
21.5315,0,0.000,0,0.6899,0.6899,0.0000,0.0000,none,969,195
21.5593,0,0.000,0,0.6899,0.6899,0.0000,0.0000,none,970,195
